ingredient,local_alias,product_name,brand_name,expiry_date,Estimated Total Qty,minQty,unit,price
Wheat Biscuit,,Wheat Biscuit,Generic,3/22/2023,200,100,Kg
Caramel Sauce,,Caramel Sauce,Generic,3/22/2023,200,100,Kg
Chicken Tikka,,Chicken Tikka,Generic,3/22/2023,200,100,Kg
Chili garlic sauce,,Chili garlic sauce,Generic,3/22/2023,200,100,Kg
Chili Paste,,Chili Paste,Generic,3/22/2023,200,100,Kg
Equal,,Equal,Generic,3/22/2023,200,100,Kg
Yellow Lentil,,Yellow Lentil,Generic,3/22/2023,200,100,Kg
Cheese Mozzarella,,Cheese Mozzarella,Generic,3/22/2023,200,100,Kg
Cheese Provolone,,Cheese Provolone,Generic,3/22/2023,200,100,Kg
Prune,,Prune,Generic,3/22/2023,200,100,Kg
Walnut,,Walnut,Generic,3/22/2023,200,100,Kg
Tamarind Chutney,,Tamarind Chutney,Generic,3/22/2023,200,100,Kg
Finger Millet,,Finger Millet,Generic,3/22/2023,200,100,Kg
Flour Millet,,Flour Millet,Generic,3/22/2023,200,100,Kg
Flour White Millet,,Flour White Millet,Generic,3/22/2023,200,100,Kg
Cocoa Powder Unsweetened,,Cocoa Powder Unsweetened,Generic,3/22/2023,200,100,Kg
Coriander Powder,,Coriander Powder,Generic,3/22/2023,200,100,Kg
Curd,,Curd,Generic,3/22/2023,200,100,Kg
Monk Fruit,,Monk Fruit,Generic,3/22/2023,200,100,Kg
Pumpkin Seeds,,Pumpkin Seeds,Generic,3/22/2023,200,100,Kg
Sunflower Seeds,,Sunflower Seeds,Generic,3/22/2023,200,100,Kg
Chutney,,Chutney,Generic,3/22/2023,200,100,Kg
Chana,,Chana,Generic,3/22/2023,200,100,Kg
Chickpeas Black,,Chickpeas Black,Generic,3/22/2023,200,100,Kg
Brown Bread,,Brown Bread,Generic,3/22/2023,200,100,Kg
Paratha,,Paratha,Generic,3/22/2023,200,100,Kg
Dates,,Dates,Generic,3/22/2023,200,100,Kg
Green onion,,Green onion,Generic,3/22/2023,200,100,Kg
Lamb,,Lamb,Generic,3/22/2023,200,100,Kg
Lamb BRT boneless,,Lamb BRT boneless,Generic,3/22/2023,200,100,Kg
Lamb Ground,,Lamb Ground,Generic,3/22/2023,200,100,Kg
Lamb kabob & Stew,,Lamb kabob & Stew,Generic,3/22/2023,200,100,Kg
Lamb Kidney,,Lamb Kidney,Generic,3/22/2023,200,100,Kg
Lamb Sirloin Chop,,Lamb Sirloin Chop,Generic,3/22/2023,200,100,Kg
Lamb Trotter,,Lamb Trotter,Generic,3/22/2023,200,100,Kg
Onion Green,,Onion Green,Generic,3/22/2023,200,100,Kg
Egg Hard Boiled,,Egg Hard Boiled,Generic,3/22/2023,200,100,Kg
Spaghetti Noodle,,Spaghetti Noodle,Generic,3/22/2023,200,100,Kg
Spring Roll,,Spring Roll,Generic,3/22/2023,200,100,Kg
Apricot,,Apricot,Generic,3/22/2023,200,100,Kg
Spices,,Spices,Generic,3/22/2023,200,100,Kg
Spinach Baby,,Spinach Baby,Generic,3/22/2023,200,100,Kg
Almond,,Almond,Generic,3/22/2023,200,100,Kg
Cheese Parmesan,,Cheese Parmesan,Generic,3/22/2023,200,100,Kg
Goat Cubes,,Goat Cubes,Generic,3/22/2023,200,100,Kg
Naan,,Naan,Generic,3/22/2023,200,100,Kg
Cloves Garlic,,Cloves Garlic,Generic,3/22/2023,200,100,Kg
Ginger garlic paste,,Ginger garlic paste,Generic,3/22/2023,200,100,Kg
Cocoa Powder,,Cocoa Powder,Generic,3/22/2023,200,100,Kg
Pomegranate,,Pomegranate,Generic,3/22/2023,200,100,Kg
Frankfurters,,Frankfurters,Generic,3/22/2023,200,100,Kg
Milk Chocolate,,Milk Chocolate,Generic,3/22/2023,200,100,Kg
Carom Seeds,,Carom Seeds,Generic,3/22/2023,200,100,Kg
Dark Chocolate,,Dark Chocolate,Generic,3/22/2023,200,100,Kg
Cheese Spread,,Cheese Spread,Generic,3/22/2023,200,100,Kg
Chocolate,,Chocolate,Generic,3/22/2023,200,100,Kg
Figs,,Figs,Generic,3/22/2023,200,100,Kg
Fried onion,,Fried onion,Generic,3/22/2023,200,100,Kg
Cinnamon,,Cinnamon,Generic,3/22/2023,200,100,Kg
Peppercorn,,Peppercorn,Generic,3/22/2023,200,100,Kg
Flour Self Rising,,Flour Self Rising,Generic,3/22/2023,200,100,Kg
Chicken Seasoning,,Chicken Seasoning,Generic,3/22/2023,200,100,Kg
Cheese Soft,,Cheese Soft,Generic,3/22/2023,200,100,Kg
Paprika,,Paprika,Generic,3/22/2023,200,100,Kg
Onion Powder,,Onion Powder,Generic,3/22/2023,200,100,Kg
Dry Chili,,Dry Chili,Generic,3/22/2023,200,100,Kg
Garlic Powder,,Garlic Powder,Generic,3/22/2023,200,100,Kg
Splenda,,Splenda,Generic,3/22/2023,200,100,Kg
Burger Bun,,Burger Bun,Generic,3/22/2023,200,100,Kg
Dry Fruits,,Dry Fruits,Generic,3/22/2023,200,100,Kg
Lemon Zest,,Lemon Zest,Generic,3/22/2023,200,100,Kg
Raw Pistachios Shelled,,Raw Pistachios Shelled,Generic,3/22/2023,200,100,Kg
Goat Rack,,Goat Rack,Generic,3/22/2023,200,100,Kg
Black Pepper,,Black Pepper,Generic,3/22/2023,200,100,Kg
Ground Black Pepper,,Ground Black Pepper,Generic,3/22/2023,200,100,Kg
Pistachio,,Pistachio,Generic,3/22/2023,200,100,Kg
Butter Clarified,,Butter Clarified,Generic,3/22/2023,200,100,Kg
Chili Powder,,Chili Powder,Generic,3/22/2023,200,100,Kg
Goat,,Goat,Generic,3/22/2023,200,100,Kg
Poppy Seeds,,Poppy Seeds,Generic,3/22/2023,200,100,Kg
Red Curry Paste,,Red Curry Paste,Generic,3/22/2023,200,100,Kg
Cumin,,Cumin,Generic,3/22/2023,200,100,Kg
Garlic Paste,,Garlic Paste,Generic,3/22/2023,200,100,Kg
Ginger Paste,,Ginger Paste,Generic,3/22/2023,200,100,Kg
Amaranth Leaves,,Amaranth Leaves,Generic,3/22/2023,200,100,Kg
Chives Leaves,,Chives Leaves,Generic,3/22/2023,200,100,Kg
Cilantro Leaves,,Cilantro Leaves,Generic,3/22/2023,200,100,Kg
Acacia Gum,,Acacia Gum,Generic,3/22/2023,200,100,Kg
Lady Finger,,Lady Finger,Generic,3/22/2023,200,100,Kg
Yeast,,Yeast,Generic,3/22/2023,200,100,Kg
Coconut Fresh,,Coconut Fresh,Generic,3/22/2023,200,100,Kg
Garam Masala,,Garam Masala,Generic,3/22/2023,200,100,Kg
Fennel Seed,,Fennel Seed,Generic,3/22/2023,200,100,Kg
Dry Fenugreek Leaves,,Dry Fenugreek Leaves,Generic,3/22/2023,200,100,Kg
Sesame Seed,,Sesame Seed,Generic,3/22/2023,200,100,Kg
Stevia,,Stevia,Generic,3/22/2023,200,100,Kg
Caraway Seeds,,Caraway Seeds,Generic,3/22/2023,200,100,Kg
Aspartame,,Aspartame,Generic,3/22/2023,200,100,Kg
Turmeric,,Turmeric,Generic,3/22/2023,200,100,Kg
Coffee Powder,,Coffee Powder,Generic,3/22/2023,200,100,Kg
Instant Coffee Powder,,Instant Coffee Powder,Generic,3/22/2023,200,100,Kg
Gelatin,,Gelatin,Generic,3/22/2023,200,100,Kg
Mint Leaf,,Mint Leaf,Generic,3/22/2023,200,100,Kg
Coriander,,Coriander,Generic,3/22/2023,200,100,Kg
Erythritol,,Erythritol,Generic,3/22/2023,200,100,Kg
Basil,,Basil,Generic,3/22/2023,200,100,Kg
Curry Powder,,Curry Powder,Generic,3/22/2023,200,100,Kg
Mustard Seed,,Mustard Seed,Generic,3/22/2023,200,100,Kg
Garlic,,Garlic,Generic,3/22/2023,200,100,Kg
Mango Green,,Mango Green,Generic,3/22/2023,200,100,Kg
Mango Powder,,Mango Powder,Generic,3/22/2023,200,100,Kg
White Pepper,,White Pepper,Generic,3/22/2023,200,100,Kg
Tea Green,,Tea Green,Generic,3/22/2023,200,100,Kg
Black Cumin Seed,,Black Cumin Seed,Generic,3/22/2023,200,100,Kg
Cumin Seed,,Cumin Seed,Generic,3/22/2023,200,100,Kg
Dried Oregano,,Dried Oregano,Generic,3/22/2023,200,100,Kg
Dried Thyme,,Dried Thyme,Generic,3/22/2023,200,100,Kg
Orange Zest,,Orange Zest,Generic,3/22/2023,200,100,Kg
Black Cardamom,,Black Cardamom,Generic,3/22/2023,200,100,Kg
Cardamom,,Cardamom,Generic,3/22/2023,200,100,Kg
Cardamom Brown,,Cardamom Brown,Generic,3/22/2023,200,100,Kg
Green cardamom,,Green cardamom,Generic,3/22/2023,200,100,Kg
Pepper,,Pepper,Generic,3/22/2023,200,100,Kg
Allspice,,Allspice,Generic,3/22/2023,200,100,Kg
Chives,,Chives,Generic,3/22/2023,200,100,Kg
Dried Parsley,,Dried Parsley,Generic,3/22/2023,200,100,Kg
Pepper White,,Pepper White,Generic,3/22/2023,200,100,Kg
Chili Red,,Chili Red,Generic,3/22/2023,200,100,Kg
Red Pepper Flakes,,Red Pepper Flakes,Generic,3/22/2023,200,100,Kg
Rosemary Leaves,,Rosemary Leaves,Generic,3/22/2023,200,100,Kg
Herb,,Herb,Generic,3/22/2023,200,100,Kg
Coriander Seed,,Coriander Seed,Generic,3/22/2023,200,100,Kg
Oregano,,Oregano,Generic,3/22/2023,200,100,Kg
Thyme,,Thyme,Generic,3/22/2023,200,100,Kg
Radish Pods,,Radish Pods,Generic,3/22/2023,200,100,Kg
Cilantro,,Cilantro,Generic,3/22/2023,200,100,Kg
Dill,,Dill,Generic,3/22/2023,200,100,Kg
Parsley,,Parsley,Generic,3/22/2023,200,100,Kg
Clove,,Clove,Generic,3/22/2023,200,100,Kg
Star Anise,,Star Anise,Generic,3/22/2023,200,100,Kg
Dried Marjoram,,Dried Marjoram,Generic,3/22/2023,200,100,Kg
Bay Leaf,,Bay Leaf,Generic,3/22/2023,200,100,Kg
Saffron,,Saffron,Generic,3/22/2023,200,100,Kg
Beef Short Plate,,Beef Short Plate,Generic,3/22/2023,200,100,Kg
Corn Flour,,Corn Flour,Generic,3/22/2023,200,100,Kg
Flour Instant,,Flour Instant,Generic,3/22/2023,200,100,Kg
Salt Khosher,,Salt Khosher,Generic,3/22/2023,200,100,Kg
Chicken Mince,,Chicken Mince,Generic,3/22/2023,200,100,Kg
Soya Bean,,Soya Bean,Generic,3/22/2023,200,100,Kg
Ice Cream,,Ice Cream,Generic,3/22/2023,200,100,Kg
Vanilla Ice Cream,,Vanilla Ice Cream,Generic,3/22/2023,200,100,Kg
